,sentence,label
682,ürün mükemmel. fakat kargo şirketi sağolsun 10 güne falan ancak getirdi.,1
683,ürün çok kaliteli değil. ,0
684,çocuğum doğduğundan beri çeşitli bezler denedik ama prima her zaman bikaç adım önde oldu.  ,1
685,"ürün gayet güzel, kullanışlı. fiyatı da uygun fakat plastik kısmı yani dış kasası biraz dandik çok kaliteli göründüğüne bakmayın :)",1
686,2 oğluma da kullandığım sorunsuz bez hepsi burada ile uygun fiyatla,1
687,bence kalitesini artık düşürmüş.ilk cocugumda da bu markayi kullandım o zaman daha iyiydi. çok sızdırıyor sürekli kıyafet değiştiriyoruz. değiştirmeyi düşünüyorum,0
688,kullanışlı ancak premium care kadar değil. suyu emince çok fazla şişiyor. ama diğer markalardan kat kat kullanışlı,1
689,ürünün kokusu çok yoğun ve kötü. ,0
690,ikinci prima ile büyüyen bebeğim,1
691,ürün fan hızı ve ısı olarak gayet iyi,1
692,pişman oldum boşuna para vermeyin derim,0
693,"kaliteli de çok pahali, artık yeni rakipleri var ve kalite olarak hiçte aşağı değil..",0
694,fena deyil,0
695,"son gelen urunden hic memnun kalmadım. bebegimde hic pisik problemi yasamamıstım ki hep prima kullanırım. urunle, serisiyle ilgili bir sıkıntı oldugunu dusunuyorum. ilk gunden itibaren bebegimde cok kotu bir pisik yaptı hala iyilestirmeye calısıyorum. 2 kutu almıstım birini actıgımdan dolayı digerini iade edebildim. tavsiye etmiyorum.",0
696,harika bir ürün. hem fiyatı uygun hemde kaliteli. kuaförlerin bile kullanabileceği kalitede. i̇yonizer olması sayesinde saçlarınızı kuruturken elektriklenmemesini sağlıyor. tereddütsüz alabilirsiniz. ,1
697,ürün çok iyi ,1
698,fiyatı ve hızlı gönderim seçeneği ile de prima hepsi buradadan alınır ;) ,1
699,ben iki adet sipariş etim ama pişman oldum görüntülü konşma bnim için çk önemli ama 3g görüntülü konuşma ykmuş malesef normalde bütün samsung telefonlarda var....,0
700,çok uygun hızlı hepsi burada teşekkürler.,1
701,prima kalitesini anlatmaya gerek yok birde hepsi burada güvencesi ile netten hızlı ve kolay alış veriş,1
702,bazı yorumlar yeni ürünü kötüler nitelikte ve kasıtlı yapıldığını düşünüyorum,1
703,"gelen parfümde yoğun bir alkol kokusu geliyor ne yapılmış anlamadım, hepsiburada gibi bir siteye de yakıştıramadım.",0
704,"i̇ki buçuk yıldır primalar dan asla vazgeçmediğim ürün  son 3 ile 4 ay içerisinde almış olduğum primalar beni baya şaşırtı. i̇ki bebeğim için aldığım primalar bebeklerimi pişik yapıyor,hem sızıyor hemde kötü kokuyor. artık güvenim sarstı. kalitesi baya düştü ilgililere dikkatine diyorum",0
705,alttaki yoruma aldanarak aldım ama yanlış yönlendirme. ,0
706,fiyatıyla doğru orantılı bir ürün. benim beklentilerimi karşıladı.,0
707,ürün den memnun  kızarıklık ve pişme yapmıyorum.,1
708,güzel,1
709,ürün gayet güzel ,1
710,fiyatına göre güzel ürün tavsiye ederim.,1
711,"prima yeni üç kanallı bezi sızdırıyor, eski bezle bebeğim sabaha kadar yatardı ama bu bezin kesinlikle değişmesi gerekiyor aksi takdirde bebeğimin çamaşırları dahi ıslanıyor doğduğundan beri prima kullanıyorduk ama bir daha alır mıyım biliyorum",0
712,bunca yazılanlari umarım ciddiye alırlar,0
713,sonuç: 2binin üstüne çıktıysanız lütfen amd değil nvidia ekran kartlı bilgisayarlara bakın + mümkünse plastik kasa olmasın... bu bilgisayarı kullandığım için işyerinde şuan tavsiye etmiyorum,0
714,her ay aylık olarak hepsiburada dan alıyorum. hem bu sayıda piyasada bulmak çok zor hemse çok uygun fiyata geliyor. hiç uğraşmadan hepsiburadan güvenle alıp geçin...,1
715,edp olduğuna aldanmayın tamamen satış amaçlı. kalıcılığı neredeyse yok. bir saatte geçiyor gidiyor. kokuda ilk yarım saat güzel kokuyor baharatlar. ağır ama güzel bir kış ve gece kokusu.,0
716,ürünlerin kalitesi tartışılmaz.. bebeğim dünyaya geldiğinden beri kullandığım tek marka. ,1
717,hiz gönderi̇ i̇çi̇n teşekkür ederi̇m si̇pari̇şi̇ verdi̇kten 1 gün sonra bebek bezi̇ eli̇me geçti̇,1
718,premium careden sonra fiyatı uygun diye kullanmaya başladık ama kızımda pişik ve mantar oluşumuna neden oldu. kimseye önermem berbat,0
719,i̇lk başlarda molfix kullandım sonra primaya geçtim primadan çok memnun kaldım ve kalmaya devam ediyorum. ,1
720,"ürün hızlı şekilde elime ulaştı, windows kullanımında aşırı ısınma ve yavaş veri iletimi yaptı fakat ubuntu da hız sorunu yaşamadım, ısınma sorunu devam etti.",0
721,başka ürün bakacağız mecbur. ,0
722,bundan ucuzunu bulamazssınız ürün çok kaliteli,1
723,ürün elime beklediğimden daha çabuk ulaştı.hb a teşekkürler. ürünü kullandım. çok fazla bir şey beklmeyin. biraz daha fazla ödeyerek daha iyi mtkap alınabilirmiş. çok basit duruyor. uçlarıda çok basit.,0
724,wifi üzerinden kullanmak için modeminizin desteklemesi lazım ki ttnet'in en fazla dağıttığı zyxel modemlerde wifi üzerinden kullanamadım. ,0
725,"bezler çok kaliteli, hepsiburada ile alışveriş çok keyifli...",1
726,hep tek tercihimiz oldu. hiç başka markayı düşümedik.,1
727,hem ince hem sızdıriyor hem de pişik yaptı.,0
728,"1,5 yaşındaki kızım için şimdiye kadar çeşitli marketlerden bez alıyorduk. fakat bir gün nette dolaşırken rastgele bu ürünü gördüm. fiyat olarak ise bizim aldıklarımızdan daha uygun olduğunu gördüm ve sipariş verdim. ürünü teslim alasiya kadar tereddüt lerim olsada ürün elime hızlı bir şekilde geçti. bundan sonra bütün bezler hepsiburada dan. ))",1
729,teşekkür ederiz.  i̇yi fiyat. hızlı teslimat için..,1
730,kalite teseduf degildir.,1
731,ömrü nasıl olur göreceğiz bakalım ,0
732,telefona bilgileri aktarımında sıkıntı var kendi gösterdiği ile telefonda ki farklı oluyor. ayrıca arayan bilgisi ve diğer bildirimlerde uyarı vermemesi ciddi eksiklik.,0
733,burdan prima 4 numara bez aldım. daha öncede aynı satıcıdan bu bezlerden almıştım. son gelen paket bezler farklı çıktı.aynı 4 numara olmasına rağmen farklıydı. daha ince yapıda ve sızdırıyordu. tavsiye etmiyorum.,0
734,sipariş geçtiğim tarihteki en uygun fiyat buradaydı.,1
735,ürün ve kargo başarılı. teşekkürler.,1
736,kaliteli makine 4 gündür kullanıyorum memnunum.,1
737,mükemmel ürün,1
738,her zaman kullandığım iki çocuk buyuttugum bu bezleri,0
739,kampanyadayken almıştım iki kutu,1
740,"uzun zamandır kullandığım bir ürün, memnunum. başka bir yerden de asla almadım, hepsiburada fiyatı her zaman avantajlı. i̇ndirimleri mutlaka takip edin..",1
741,"demliğin i̇çerisindeki süzgeç çok küçük oraya buraya uçup duruyor ve ayrıca çelik olmayan plastik  bölümleri var. süzgeç küçük olduğu için çay iyice çökmemiş ise çay taneleri bardakta geziyor.kapak plastik ilk gün zor açılıp kapandı, bugün ise tutmuyor.",0
742,ürünün kargosu hızlı markası prima ama ürünün kendisi bence 2. kalite fiyatıda bu yüzden uygun alerji yapıyor ve bu süreç çok sıkıntılı 10-15 gün sürüyor bilginize..,0
743,rahat edemedim. daha kaliteli olabilirdi.,0
744,oğlum doğduğundan beri kullanıyorum.çok memnundum. ama bu yenilenen prima çok kötü.her gece kıyafet değiştiriyoruz.kullanmayı bilmiyorlar diye yazanlara söylüyorum 20 aydır kullanıyoruz .,0
745,verilen paraya yazık tavsiye etmem,0
746,"primanin yeni yeşil logolu bezi tamamen rezalet. sizdiriyor, kağıt gibi hiçbir işe yaramıyor.",0
747,prima bebek bezi gerçekten mükemmel ,1
748,lg g2 telefonumu 1.5 kez doldurdu.  (3000mh telefon)  yavaş doldurmasini ve otg kablosunun kalitesizliginden dolayi temassizlik yaptigini da ekleyebiliriz.,0
749,"dolapların birinin rafındaki bezlerden birisi eksik çıktı.birde dolabın birinin çubuklarının hepsi plastik çıktı , diğer iki tanesinin ki demir.bu farklılıklar ve eksikliklerden memnun kalmadık.",0
750,bu üründen buradan defalarca satın aldım. hep uygun fiyatta idi. tavsiye ederim.,1
751,"hızlı servis, sağlam ambalaj memnun kaldım öneririm.",1
752,dış kapının eşiğini engellediği için kullanamadim. boşa verilen bir para oldu benim için. ,0
753,"ilk oğluma da kullandım, ikinci oğluma da kullanıyorum. çok memnunum.",1
754,bu ürünü başka siteden aynı fiyat aralığında aldım ama 1 hafta sonra tamamen fiyasko şarj kablosu bozuldu kablo yuvaları kötü ve 1 yorumcunun daha dediği gibi 10 saat şarjda kalsada şarj tutmuyor ve hemen bitiyor tamamen fiyasko bu işler şans birazda teknolojik ürünler sıkıntılısını bulursanız paranız çöpe gidiyor.,0
755,gayet iyi,1
756,"ürün elime çok hızlı ulaştı, sürekli alışveriş yaptığım bir site. tesekkürler hepsiburada iyi ki varsın",1
757,hep prima kullandım gayet memnunum,1
758,o kdr inceki o kadar kötüki anlatamam size.,0
759,bildiğin android işletim sistemi.bu kadar pahalı olmasını gerektirecek hiçbir artısı yok.donanım olarak iyi olabilir ama samsung un fiyatlandırma politikası çok saçma.asla bu parayı hak etmiyor,0
760,fotografta daha alimli ve de daha buyuk.,0
761,doğumdan beri prima kullanıyorum gerçekten kalitesi fark ediyor ama numarası büyüdükçe eski memnuniyeti vermiyor mesela şuan 5 kullanıyorum ilk kullandıklarım kadar sıvı tutmuyor,1
762,mükemmel,1
763,cok memnun kaldım ,1
764,"aylik paketteki bezler (veya kampanyali olanlar böyle) cok ince. gündüzleri degil ama geceleri sızdırıyor. memnun kalmadik primadan, degistiricez.",0
765,deterjan gözünde katılaşıp kaliyor ve çamaşırlar temiz yikanmiyor.,0
766,"telefon güzel fakat 2180 liralıkta değil.teknolojiden az çok anlayan ve seçici davranan kişilerin pek tercih etmeyeceği bir telefon. i̇lla samsung olsun derseniz bile pahalı,(sitede fiyat ve özellik dengesi daha iyi samsunglar var) hele ki marka alışkanlığınız yoksa bu özelliklerden çok çok daha iyi bir telefon alabilirsiniz.",0
767,yaklaşık 2ay önce hepsi burada.com.üzerinden 2 gözlü ocağı aldım.ürünü ilk kulandığım gibi üründe tamamen simsiyah bir görünüm hal aldı.işin kötü tarafı temizlenmiyor. anlıyacağınız ben çok pişman oldum.diğer alıcı arkadaşlara uyarımız olsun istedim.,0
768,teşekkürler hepsiburada.ürün orjinal ve koliler sağlam...,1
769,"telefonu 5 aydır kullanıyorum. benim de sony kalitesinden beklentilerimi tam karşılamadı. kasılma, şebeke ulaşılamama, bazen sesimin karşıya çok az gitmesi sorunlarını sık yaşamaktayım. 64 gb sd taktım fakat birçok programı taşımama izin vermiyor. kulaklık tak_çıkart veya hoparlör aç-kapat yaptığınızdan sonra sesiniz karşıya gitmekte çok zorlanıyor. yeniden başlatmanız gerekiyor ki, telefon stabil hale dönsün. sevemediğim marka telefonları kullanan yakınlarımın cihazlarına özeniyorum. yanımdaki arkadaşa, kendi diğer markalı cihazıyla aynı operatöre sahip olarak, rahat ulaşılabiliyor, fakat bana ulaşılamıyor. i̇thalat garantili almıştım. garanti 1 yıl ve günler su gibi... bir pişmanlık var içimde. sony ye bakışımda, sanki biraz düşüş var...",0
770,piyasadaki en iyi marka,1
771,çocuğumuzun bezlerini hep buradan aldık. çok memnunduk.,0
772,"kali̇teli̇, hesapli ve hizli kargo. hepi̇ni̇ze tavsi̇ye ederi̇m. çok tşkr",1
773,ürünün kalitesini izah etmek yersiz olur sanırım. hepsiburada'nın uygun fiyatı ile tek alınacak adres.,1
774,gayet iyi güzel bir ürün zaten marka da kaliteli,1
775,"ürünün tasarımı değişmiş ve çok kalitesiz olmuş. her gece bez sızdırıyor ve çocugun üzeri, yatak filan rezil oluyor. üç kanal diye tasarım yapmışlar bezin önü şişiyor orta taraf emmiyor.",0
776,"aldıktan sadece 3 gün sonra bozulan bir tv.şu anda hala serviste,parça siparişi vermişler parça değişecekmiş.yeni televizyon bu,hatalı yapılmış demek ki.sinir bozucu bir durum,tavsiye etmiyorum.",0
777,ben size 5 numaranın 126 lık paketini tavsiye ederim. mega paket. onlar çok daha avantajlı. benden söylemesi.,0
778,aldığım alo toz deterjan cok kötü. ,0
779,tek sorunu kargo firmasında yaşadım onun dışında bezin kullanımı güzel,1
780,kötü bir ürün ,0
781,yeni ürün incelmis. cok hafif. ancak çok sızdırıyor. bir ayda biten kutu bu sefer 3 hafta dayanmadi. degistirmezlerse almicam. öncekiler daha iyiydi.,0
782,çok iyi,1
783,arka kapağı tam oturmuyor ve çalışırken titreşip gürültü yapıyor.,0
784,iki kızım içinde tek tercihim bu marka olup herkese tavsiye ederim.,1
785,kamera dedikleri kadar var sinyalizasyon sorunu tescillenmiş fakat sony hiçbir müdahalede bulunmuyor düşünün öyle alın derim youtube de videolarda var.... ,0
786,oğlum doğduğundan beri sadece prima kullandım. genel olarak memnunum. hepsiburada'yı takip ederek en uygun fiyatla alışverişimi yapabiliyorum. tavsiye ederim.,1
787,eski kalitesi kalmamış ama tek kullanımdan iyidir,0
788,cok memnun kaldim üfleme gücü yüksek sıcaklığı gayet iyi 3 kademeli tavsiye ederim,1
789,tv yeni geldi benim uydu yumatu uydu nun kumandası tv da çalıştırıyor çakışma oldu görüntü idare eder ses tiz geliyor kumanda yüzünden biraz pişman oldum diğer arkadaşlarda aynı sorun var mı bilmiyorum ,0
790,fiyatına göre güzel bür ürün. ,1
791,sadece temizleyicisi iyi baska gereksiz diğer parçalari,0
792,televizyon fiyatları ortada. bu fiyata da alabileceğiniz iyi bir televizyon. arka kısmının led tv ye gore kalın olduğunu düşünüyorum. plastik kalitesi çok tatmin edici değil. hd dahili uydu alıcı olması seçim sebebidir.,0
793,uygulaması mümkün değil çok kullanışsız ,0
794,aynı markanın 16000lik modelini aldım ilk haftalar 6s plus'ı 3.5 şarj ediyordu 2-yada 3 ay sonra bu ikiye düştü görelim bu nasıl performans saglayacak ,0
795,çok zorlamaya gelmiyor kararsız çalışıyor çok zorlayınca ispot ediyor gücü yeteriz deposu küçük çok gitmeden bitiyor alırken bi kere daha düşünün,0
796,en uygun alınabilecek fiyat burada. teşekkürler hepsiburada..,1
797,hızlı geldi memnun kaldım teşekkürler,1
798,"2,5 yaşında kızım allerjik bir bünyeye sahip olduğundan aldım fakat öyle bir kokusu varki kullanamıyorum. sensitive bir deterjan olarak parfümsüz olması gerektiğini düşünüyorum. çocuğumu çok rahatsız ediyor. lütfen bu konuya dikkat çekilsin. normal şartlarda kokusu kötü olduğundan değil sadece kokusu fazla kalıcı.",0
799,i̇ş görüyor ancak plastiğini hiç beğenmedim çok uyduruk ışık yandıkça çok ısınıyor ,0
800,en hesaplı marketlerde bulabileceğiniz fiyattan bile daha ucuz. zaten standart olan ürün kapınıza kadar hızlı bir şekilde geliyor.,1
801,başka bir yerde aramayın. en uygun hepsiburada da.,1
802,hepsiburada gerek piyasada fiyatlar gerekse kargoda en uygun imkani sagladigi icin tesekkurler,1
803,her zaman kullandığımız güzel ve kaliteli bir marka.,1
804,fiyata göre normal. ,0
805,aldığim ürün idare eder. cokta memnun kaldigimi soyleyemem.,0
806,"eşim için aldığım parfüm için ı yorum ""tam anlamıyla felaket""",0
807,"ürünün kargoya verilmesi çok kısa sürdü. kullandığımız bir ürün zaten, fiyatı çok uygun.",1
808,prima kalitesi zaten tartışılmaz,1
809,benden ayrı yorum yapanda olmuş değişikliği farkederek sürekli prima alıyorum hepsiburadadan çok memnunduk ilk kez 2 li alım kampanyası olduğunu gördüm uygun olduğu için aldım fakat iç deseni değişmiş ve incelmiş sızdırıyor hepsiburadaya yakışmadı ,0
810,"yoruma gerek yok, 1 numara",1
811,aldıgım matjap beni şarşırtı ew için de olsan bıraz dha iyi bekliydm gücü cok az darbelide,0
812,"çok memnun kaldığım bir ürün, herkese de tavsiye ederim.",1
813,can yakmaktan başka bir işe yaramıyor bu kadar iyi yoruma inanıpta aldım. i̇nsanları kandırmayın. kaş yapalım derken göz çıkartıyorduk arkadaş. yazık çok yazık. tavsiye falan etmiyorum. nokta!,0
814,"görüntüsüne bakarak çok işime yarayacağımı düşündüm. ama benim için öyle olmadı. hiçbir kapıma uymadı, kapıyı kapatırken yerle kapı arasında sıkışıp kapıyı tam kapatamama sebep oluyor.",0
815,"ancak kimse söylemiyor 16 gb lik alırsak 10 gb yer olduğunu ve video çekerken 4 k da dakikada 375 mb yer kapladığını, 2 oyun 2 uygulama yuklersek geriye kalan alanla hiçbirşey yapamıyoruz kapasite dolu! arkadaşlar 128 gb lik olan serisini alın lütfen",0
816,kesinlikle diğer satıcı mağazaları arasında fark var.kaliteli urun,1
817,"biz alalı iki yıl oldu annemgile aldık, makina yağlı  ve kirli bırakıyor, işlem bitipte kapağını açtığınızda karşınızda ıslak bi ortam sizi bekliyor kurutma işlemi çok kötü, adı sanı duyulmamış  bazı firmaların yan ürünleri bile bundan daha iyi yıkıyor bulaşıkları, hem de bunun yarı fiyatına satılıyor,,, ",0
